date;PETR4;VALE5;CSNA3;GGBR4;USIM5;JBSS3;MRFG3;BEEF3;LAME4;AMBV4;NATU3;ITUB4;BBDC4;BBAS3
04/05/2010;30,00;42,65;29,20;26,57;26,49;8,00;18,49;7,15;13,04;168,73;36,14;36,46;27,79;27,23
05/05/2010;29,77;43,69;29,19;26,83;26,20;7,99;18,35;6,86;13,23;167,26;35,92;36,34;27,87;27,39
06/05/2010;29,38;42,67;28,85;26,57;25,43;7,75;18,10;6,35;12,90;168,04;36,02;35,90;27,90;26,99
07/05/2010;29,32;42,65;28,47;25,83;24,87;7,18;17,64;6,25;12,48;169,23;36,41;35,80;27,64;26,81
10/05/2010;29,72;44,62;29,80;26,66;26,29;7,24;18,35;6,69;12,91;171,00;36,47;37,34;28,50;27,65
11/05/2010;29,20;43,88;29,40;26,05;26,04;7,23;18,00;6,53;12,61;172,48;36,51;36,83;28,22;27,07
12/05/2010;29,47;43,88;29,38;26,50;26,20;7,48;18,19;6,23;12,65;174,55;36,41;36,76;28,52;27,03
13/05/2010;29,57;43,19;28,94;26,22;25,35;7,57;18,29;6,48;12,90;174,33;37,21;36,21;28,09;26,70
14/05/2010;29,66;41,90;28,09;25,53;24,79;7,28;18,19;6,27;12,30;172,55;37,40;35,62;27,72;25,86
17/05/2010;29,42;41,13;27,08;24,84;23,80;7,20;18,10;6,49;12,18;174,65;38,61;35,57;27,86;26,39
18/05/2010;28,80;39,53;26,10;23,83;22,80;6,95;17,71;6,27;11,45;174,05;37,84;34,66;27,19;26,09
19/05/2010;28,14;38,55;25,99;23,51;22,24;6,70;16,85;6,05;11,88;171,20;37,40;32,88;26,37;25,19
20/05/2010;27,03;37,06;24,97;22,61;21,33;6,40;16,54;5,98;11,58;166,22;36,90;32,54;25,97;24,56
21/05/2010;27,18;39,82;26,48;23,66;22,44;6,58;16,65;6,39;12,01;171,09;36,49;33,18;27,19;25,41
24/05/2010;26,96;39,34;26,07;23,62;22,35;6,82;16,65;6,29;11,87;171,20;36,12;32,61;26,90;25,19
25/05/2010;26,36;39,73;25,99;23,34;21,59;6,80;15,62;6,00;11,54;171,56;36,23;31,80;25,80;25,14
26/05/2010;26,86;39,15;26,05;22,87;21,74;7,20;15,79;6,43;11,58;167,36;36,25;32,87;25,76;25,42
27/05/2010;27,61;41,61;27,45;24,11;22,62;7,43;16,96;6,67;12,15;171,53;36,31;33,47;26,63;26,05
28/05/2010;28,00;41,46;27,45;24,28;22,39;7,18;17,00;6,64;12,21;170,71;37,10;33,28;26,55;25,51
31/05/2010;29,39;42,38;27,90;24,86;22,68;7,25;17,08;6,55;12,38;170,65;37,30;34,37;27,37;25,60
01/06/2010;28,44;41,51;27,15;24,11;22,29;7,35;17,05;6,67;12,14;170,21;36,17;33,70;26,80;25,29
02/06/2010;28,89;42,40;27,51;24,73;22,61;7,74;17,46;6,89;12,63;171,86;35,87;34,65;27,30;26,31
04/06/2010;29,04;40,42;26,15;23,87;21,70;7,47;17,30;6,60;12,80;172,18;35,59;33,95;27,02;26,43
07/06/2010;29,31;39,37;25,60;23,17;20,72;7,61;17,20;6,45;12,73;174,59;36,64;32,91;26,48;26,00
08/06/2010;29,45;39,79;25,72;23,48;21,11;7,68;17,10;6,55;12,68;174,29;37,07;33,51;26,60;26,15
09/06/2010;29,34;39,95;25,70;23,37;21,20;7,40;16,70;6,50;12,58;174,61;36,17;33,20;26,27;25,86
10/06/2010;29,69;40,74;26,85;24,38;22,44;7,54;17,00;6,69;12,90;176,41;36,66;34,10;26,89;26,36
11/06/2010;29,41;41,17;27,29;24,87;22,74;7,65;16,80;6,72;13,01;176,11;36,81;34,60;27,16;26,50
14/06/2010;28,84;41,21;27,30;24,99;22,98;7,80;16,85;6,80;13,28;177,10;36,69;34,05;26,84;27,09
15/06/2010;28,79;41,71;27,44;25,45;23,36;8,00;16,37;6,85;13,43;179,06;36,86;34,88;27,39;26,82
16/06/2010;29,44;41,31;27,49;25,62;23,28;8,16;16,20;6,99;13,49;180,93;38,48;34,99;27,66;26,99
17/06/2010;29,31;40,74;27,15;25,23;23,10;7,98;16,20;6,85;13,38;181,52;39,32;34,83;27,34;26,84
18/06/2010;29,28;40,20;26,87;25,11;23,05;7,97;16,60;6,97;13,13;181,43;39,37;34,99;27,77;26,82
21/06/2010;29,19;41,36;27,21;25,40;23,27;7,98;17,11;7,05;13,48;184,97;40,25;35,14;27,91;27,77
22/06/2010;28,90;41,09;27,44;25,31;23,47;8,03;17,45;6,95;13,64;185,47;40,38;34,99;27,66;27,83
23/06/2010;28,30;41,60;27,69;25,49;24,37;8,12;17,48;7,05;13,90;186,87;40,35;35,16;27,74;27,30
24/06/2010;27,29;40,77;27,70;24,76;24,85;8,04;17,65;7,00;13,53;182,02;39,37;34,05;26,92;26,97
25/06/2010;27,71;41,43;27,90;24,99;25,23;8,10;17,65;7,09;13,50;183,72;39,83;34,29;27,22;26,70
28/06/2010;27,22;40,53;27,86;24,61;25,48;8,00;17,50;7,10;13,76;185,95;40,33;34,21;26,95;26,20
29/06/2010;26,64;38,58;26,50;23,64;24,56;7,64;16,46;7,00;13,18;183,48;39,38;32,79;25,88;25,12
30/06/2010;26,67;37,47;26,30;23,46;23,78;7,64;16,88;6,86;13,06;177,01;39,37;32,21;25,48;24,29
01/07/2010;26,26;37,74;26,70;23,49;24,38;7,90;17,00;6,85;12,84;176,11;39,02;33,71;26,61;25,77
02/07/2010;26,58;37,56;26,75;23,33;24,63;7,92;17,49;6,80;12,84;177,10;39,56;34,03;26,85;26,10
05/07/2010;26,35;37,16;26,75;22,87;24,59;7,73;17,30;6,75;12,72;175,13;38,87;33,20;26,44;25,91
06/07/2010;26,86;37,51;27,16;23,46;25,25;8,03;17,40;6,90;12,68;180,05;39,61;34,00;27,30;26,55
07/07/2010;27,20;38,50;27,73;23,91;25,80;8,01;17,75;6,85;13,03;181,02;39,28;35,99;28,59;27,34
08/07/2010;27,38;38,56;27,85;24,36;26,15;7,99;17,65;6,90;12,74;180,48;38,68;36,80;29,22;27,28
12/07/2010;27,03;37,88;27,40;24,04;25,71;8,05;17,53;6,89;12,58;178,75;38,43;36,93;28,98;27,37
13/07/2010;27,10;38,10;27,35;24,18;24,91;8,05;18,35;6,85;12,96;179,46;39,56;37,05;29,34;28,02
14/07/2010;27,10;37,85;26,95;23,76;24,15;8,20;18,30;6,84;13,28;179,95;41,43;36,78;29,30;27,87
15/07/2010;26,92;37,49;26,20;23,66;23,87;8,43;17,95;6,85;13,63;182,61;40,64;36,70;29,28;28,30
16/07/2010;26,65;37,08;25,85;22,93;23,38;8,00;17,58;6,83;13,57;183,58;40,06;35,77;28,78;27,49
19/07/2010;26,76;38,05;26,23;23,33;24,08;8,10;18,00;6,83;13,68;184,97;40,35;36,60;29,43;27,78
20/07/2010;27,45;40,42;27,63;24,24;24,95;8,05;17,99;6,90;13,55;183,79;40,43;36,91;29,87;27,68
21/07/2010;27,30;40,67;27,91;24,59;25,61;7,94;17,68;6,80;13,33;183,30;39,36;36,79;29,64;27,84
22/07/2010;27,78;41,38;28,95;25,32;25,95;8,17;17,99;6,90;13,96;185,95;39,56;37,79;30,51;28,65
23/07/2010;27,59;41,72;29,55;25,84;26,32;8,38;17,75;6,84;14,60;184,82;40,40;38,19;30,74;29,04
26/07/2010;27,70;41,61;29,65;25,65;26,32;8,55;17,80;7,03;14,60;184,23;40,79;38,28;30,65;28,62
27/07/2010;27,78;41,46;29,14;25,56;26,59;8,55;17,67;6,96;14,78;184,63;42,17;38,19;30,75;28,27
28/07/2010;27,60;42,01;29,39;25,66;26,18;8,44;17,60;6,86;14,52;187,31;42,70;39,08;32,14;29,46
29/07/2010;27,54;42,02;29,65;25,73;25,65;8,56;17,28;6,97;14,54;186,74;44,57;39,11;32,13;29,46
30/07/2010;27,65;42,17;29,24;25,26;24,45;8,60;17,70;6,86;14,97;187,31;45,70;39,27;32,19;30,09
02/08/2010;28,44;43,59;29,80;25,85;24,66;8,80;17,78;7,00;14,89;186,64;44,50;39,41;32,39;30,01
03/08/2010;29,08;43,55;30,06;26,35;24,82;8,52;17,40;7,13;14,93;185,46;44,55;38,21;31,86;29,16
04/08/2010;29,34;43,43;30,33;26,69;25,63;8,56;17,52;7,14;14,72;184,97;45,37;37,55;31,64;28,86
05/08/2010;29,43;43,59;30,45;26,79;25,36;8,39;17,51;7,30;14,69;183,98;45,61;37,62;31,71;29,55
06/08/2010;29,09;43,57;30,39;26,40;24,96;8,33;17,25;7,37;14,27;180,15;45,61;38,06;31,76;29,89
09/08/2010;28,83;43,64;30,16;26,40;24,78;8,28;17,16;7,25;14,32;180,32;44,25;38,21;31,96;30,24
10/08/2010;28,41;43,09;30,22;25,85;24,46;8,12;16,80;7,24;14,27;180,05;42,60;38,03;31,53;29,86
11/08/2010;27,50;41,89;29,05;24,72;23,80;8,25;16,67;7,17;14,14;178,48;43,15;37,43;30,91;29,26
12/08/2010;27,53;42,22;29,06;24,87;24,23;8,32;16,86;7,40;14,32;179,51;42,37;37,61;30,96;29,90
13/08/2010;27,66;42,39;28,76;24,60;23,70;8,40;16,45;7,15;14,18;179,07;41,69;37,67;30,87;29,99
16/08/2010;27,61;42,87;29,09;24,63;23,62;7,92;16,44;7,20;14,54;182,89;42,58;37,85;31,24;29,85
17/08/2010;28,30;43,46;29,06;24,93;23,87;7,72;16,40;7,20;14,79;185,95;42,93;38,10;31,41;29,70
18/08/2010;27,68;43,76;28,84;24,67;23,66;7,70;16,63;7,18;14,82;187,81;43,39;38,01;31,76;29,48
19/08/2010;26,78;43,39;28,72;24,08;23,26;7,57;16,36;7,10;14,37;188,41;44,21;37,56;31,21;28,97
20/08/2010;26,78;42,85;28,36;24,13;22,83;7,60;16,40;6,93;14,72;187,13;44,20;37,48;31,11;29,40
23/08/2010;26,66;41,81;27,95;23,81;22,93;7,28;16,04;6,71;14,54;186,94;44,00;37,22;31,11;29,17
24/08/2010;26,14;40,85;27,85;23,50;22,93;7,28;15,90;6,76;14,22;185,95;43,17;36,58;30,41;28,76
25/08/2010;26,08;40,45;27,21;23,45;22,44;7,23;15,75;6,62;14,11;183,02;42,15;36,56;29,96;28,76
26/08/2010;25,70;40,23;26,90;22,97;21,71;7,06;16,21;6,69;13,98;182,81;42,05;35,65;29,51;27,98
27/08/2010;26,56;41,46;27,25;23,90;22,26;7,37;17,07;6,95;14,47;185,46;42,30;37,16;30,31;28,03
30/08/2010;25,45;40,23;26,98;23,40;21,74;7,21;16,86;6,76;14,55;184,18;42,59;36,71;29,61;27,47
31/08/2010;26,06;40,95;26,90;23,36;21,76;7,45;17,00;6,85;14,76;190,37;42,30;37,78;30,42;28,26
01/09/2010;27,03;42,80;28,10;24,25;22,42;7,41;17,15;6,85;14,79;191,65;43,00;38,29;31,50;29,22
02/09/2010;27,60;42,35;28,05;24,07;22,17;7,25;17,25;6,70;14,57;190,91;43,18;37,88;30,79;28,72
03/09/2010;28,80;42,22;27,96;24,06;21,99;7,17;16,92;6,70;14,59;190,05;43,30;37,83;30,52;28,27
06/09/2010;29,09;42,02;27,84;24,32;22,04;7,28;17,02;6,74;14,56;189,45;42,90;37,48;30,34;28,01
08/09/2010;27,83;41,22;28,11;24,84;22,32;7,26;16,99;6,79;14,12;192,40;42,50;37,43;30,72;28,04
09/09/2010;27,60;41,28;28,00;24,72;22,37;7,26;16,95;6,65;14,13;191,86;42,52;37,25;30,96;28,05
10/09/2010;27,52;40,97;27,80;24,68;22,05;7,22;16,90;6,71;14,23;193,71;43,89;37,17;30,83;27,78
13/09/2010;28,30;42,04;28,31;24,90;22,25;7,22;17,27;6,84;14,67;193,73;44,60;38,48;32,08;28,77
14/09/2010;26,85;41,77;28,57;24,46;21,84;7,28;17,19;6,78;14,72;197,27;44,79;39,03;32,23;29,12
15/09/2010;26,45;42,01;28,40;24,70;21,68;7,32;17,16;6,87;15,17;201,11;45,80;39,26;32,44;29,38
16/09/2010;26,36;41,77;28,33;24,58;21,92;7,48;16,90;6,74;15,26;201,65;45,90;38,88;32,18;29,27
17/09/2010;26,44;41,33;27,88;24,15;21,60;7,53;17,22;6,74;15,46;198,55;45,70;38,68;31,83;28,93
20/09/2010;27,10;42,10;28,03;24,25;22,04;7,72;17,52;6,77;15,57;203,56;46,55;38,98;32,38;29,55
21/09/2010;26,35;42,18;28,02;24,19;22,42;7,60;17,49;6,89;15,55;198,50;46,10;38,37;32,06;29,76
22/09/2010;25,98;42,85;28,25;24,10;22,44;7,62;17,41;6,70;15,59;201,40;45,70;38,63;32,28;30,16
23/09/2010;26,80;42,92;28,15;23,71;22,32;7,78;17,59;6,70;15,77;200,52;45,41;38,93;32,68;30,95
24/09/2010;26,30;44,14;28,20;22,61;21,92;7,58;17,40;6,62;15,85;197,87;45,90;38,63;32,28;30,30
27/09/2010;26,50;45,07;28,82;22,90;22,24;7,45;17,93;6,50;15,83;202,67;46,20;38,68;32,63;30,90
28/09/2010;26,70;45,37;29,55;23,38;22,83;7,50;17,65;6,89;15,59;204,36;46,11;39,03;32,67;31,00
29/09/2010;27,50;45,56;29,35;22,84;22,29;7,28;17,00;6,91;15,34;207,55;46,74;39,74;33,58;31,58
30/09/2010;27,29;45,76;29,33;22,70;22,44;7,31;17,24;6,83;15,45;205,05;45,50;40,45;33,90;32,13
01/10/2010;27,50;46,21;29,52;22,78;22,33;7,26;17,17;6,90;15,71;208,00;46,50;40,80;34,29;32,72
04/10/2010;27,38;46,22;29,42;22,60;22,14;7,11;16,86;6,82;15,56;210,49;46,90;40,85;34,13;32,89
05/10/2010;26,98;46,79;28,88;22,54;22,34;7,26;17,35;6,82;16,46;212,99;48,24;41,87;34,99;33,17
06/10/2010;25,86;46,89;28,62;22,10;21,84;7,40;17,15;6,74;16,62;215,00;47,78;41,50;34,85;33,05
07/10/2010;25,30;46,94;28,43;21,79;21,28;7,25;16,82;6,60;17,04;216,00;48,00;41,58;34,83;32,61
08/10/2010;26,00;46,75;28,85;22,09;21,32;7,21;16,90;6,56;17,27;219,90;48,00;42,49;35,62;33,25
11/10/2010;25,85;46,85;28,96;22,16;21,14;7,33;16,66;6,66;17,07;219,44;48,68;42,17;35,50;33,40
13/10/2010;25,71;47,09;28,80;21,88;20,93;7,21;17,05;6,50;16,87;227,55;48,65;42,66;36,24;34,85
14/10/2010;26,44;47,54;28,55;21,68;21,07;7,23;16,75;6,55;16,67;228,80;48,00;42,35;36,12;34,33
15/10/2010;26,29;47,78;28,82;21,75;21,59;7,04;16,40;6,59;16,90;230,00;47,50;42,77;35,81;34,80
18/10/2010;26,40;49,10;28,84;21,64;21,28;7,02;16,60;6,51;16,99;231,00;47,40;43,00;35,96;34,50
